9036	1
4568	7
9621	6
6766	7
9236	3
6	5
2283	0
1064	6
7249	4
2133	0
8388	6
1461	3
3022	6
1360	0
583	6
9450	0
4615	4
3539	6
3904	1
1045	6
876	0
8898	1
9396	4
8251	3
3500	5
9012	4
9538	1
8273	3
4834	3
603	1
4357	3
333	5
4003	5
2932	2
6103	2
3042	5
3428	1
3597	1
8577	3
5479	6
3727	7
4626	3
9073	0
6670	6
8285	7
4927	3
4032	7
3666	0
8184	6
3353	2
6926	7
2459	3
740	6
2871	3
3229	4
1230	0
2553	4
3211	2
3613	6
4802	1
923	4
3189	7
2286	2
2468	7
5594	6
2187	5
8069	0
7412	7
8387	4
6677	2
8800	1
9904	4
7443	3
4468	5
5148	4
2124	5
6469	3
1071	3
6361	2
3443	1
170	3
7462	5
3456	4
5008	7
3555	2
901	6
8410	0
1728	1
6279	3
2494	6
3796	7
4045	3
1483	6
6969	4
3901	7
6972	3
4754	6
8815	7
1819	2
5735	0
9089	4
9143	7
8168	6
4334	3
2268	6
3399	1
672	6
283	2
1321	3
1674	5
5071	0
4532	7
4402	2
6008	6
7463	2
1805	7
57	0
3217	0
8026	1
2054	3
5896	3
4955	7
5278	3
3019	0
6649	0
8589	5
5172	3
2842	0
5203	1
7065	0
3382	4
3365	0
9639	3
7479	7
1642	7
8325	4
5495	6
463	7
1799	7
6536	4
2702	2
7274	1
6781	4
4485	4
8863	4
7346	5
422	4
4689	6
7125	2
6483	4
757	6
5800	6
5906	1
1152	3
4172	7
1018	4
1630	4
8341	6
5466	4
1055	1
3620	6
2813	7
6381	3
6626	5
6370	6
2737	1
7476	3
4307	3
653	4
5127	6
7565	1
2183	3
1371	1
5456	7
3523	3
7168	7
3701	7
4140	5
4585	6
1616	6
710	5
6533	7
6412	5
2574	7
3233	5
7760	5
2224	4
9553	6
7042	7
8582	1
8221	4
6607	5
6446	5
7836	1
1302	7
9606	3
824	3
9192	3
8551	3
3345	3
280	4
6222	4
2858	4
9361	7
3269	6
8152	5
2114	7
8655	3
8466	3
6638	7
9530	1
9582	5
5693	5
3084	3
5429	5
1331	1
5292	7
4101	2
2742	3
7035	3
2924	3
288	1
95	3
9451	6
8631	7
1981	7
3300	4
6386	1
4633	1
4889	3
6900	5
5920	5
3187	4
7750	6
7631	6
4586	6
6072	4
9605	0
1864	0
5752	3
1539	4
9821	4
1851	2
6575	7
1822	6
430	2
2390	2
8516	3
7247	2
9927	5
2331	3
1766	0
6983	7
2171	4
2092	0
9321	4
4128	3
7627	1
832	6
2872	5
4281	4
7254	7
2037	7
818	0
9007	4
935	2
644	3
3131	6
828	3
5163	3
7602	4
9204	7
4144	6
2394	3
1372	0
3868	1
6133	6
2075	6
2997	6
9620	4
6842	1
4254	4
6504	1
9888	2
5256	7
7681	5
5813	4
5989	4
5493	2
5297	0
1471	6
2034	1
4584	7
883	1
5243	0
9486	4
9278	3
9950	7
773	5
3204	3
8718	4
7626	7
2145	5
7820	4
6941	6
7895	0
4006	5
9676	1
5357	0
9216	5
1693	3
9670	2
2893	1
2195	1
7517	1
4173	0
7060	3
5767	4
17	7
2455	3
516	1
4590	5
1488	0
3685	5
5832	2
2576	5
5770	4
8569	6
8597	4
9829	6
2462	5
5326	1
9262	6
3785	7
3865	5
2715	6
7119	5
8780	6
8690	4
2417	5
5191	5
4506	4
5886	5
2437	5
835	6
8835	5
3027	4
1374	0
8518	0
1685	0
6308	7
2240	1
4239	6
9523	0
7671	6
7055	7
6106	6
8687	0
7485	0
9597	5
8328	4
3449	0
3848	4
4808	4
1615	4
2426	0
649	6
241	1
593	5
6459	0
1823	0
4515	4
2107	2
9689	5
696	5
2299	7
3713	7
4039	0
190	7
5123	1
4877	1
5748	5
8698	0
4411	5
7985	0
6529	4
9428	1
6582	5
7818	0
461	0
6205	7
1278	7
451	7
4344	0
9198	1
4702	6
1941	7
116	1
6998	6
420	0
1460	5
1234	6
8467	7
4014	0
2849	7
8634	7
9265	1
7172	6
9722	6
7751	5
8787	4
3675	6
9163	5
2900	4
7481	6
7103	5
8122	0
7999	6
4640	6
8854	3
2899	5
2140	7
5221	6
2655	0
8722	5
647	6
5387	6
4179	6
6399	1
5133	0
1389	0
9493	0
2238	0
917	7
610	1
7210	7
8788	4
6390	5
1144	6
8510	5
5138	2
9643	6
9529	1
0	4
2595	7
1507	5
8052	0
2137	4
5890	1
3377	7
7957	2
7287	0
4122	0
7638	1
8121	0
7792	7
2458	1
7964	0
8063	1
1794	4
6181	0
6841	2
2479	2
6822	1
5508	6
9892	0
6676	6
9549	4
1754	7
5350	0
7023	6
5932	0
7769	7
9230	7
8850	0
4476	4
2817	4
4434	1
7940	0
7618	4
1281	4
2697	0
7293	0
6221	6
6086	2
779	5
6260	4
599	5
5197	6
1039	2
9147	4
7114	6
855	0
9239	5
6033	7
6803	0
2427	0
5135	4
9341	5
8321	5
3192	6
8147	5
9673	6
1561	1
3836	1
1282	6
6799	5
4492	7
5268	0
2074	5
6409	6
4601	0
8203	2
4932	4
4914	5
7115	1
1334	6
23	4
4257	1
9297	4
3661	2
4164	5
3359	0
1842	5
5478	0
3906	4
2684	1
1188	7
3970	6
2478	6
8297	5
853	1
2713	2
1902	6
4679	6
2430	1
7727	0
4024	1
2400	6
5799	7
7013	6
2062	1
9013	5
234	0
8250	6
6702	4
6482	1
678	7
3227	6
2234	4
2434	7
8741	6
2142	0
1029	4
2529	1
838	5
5716	4
4772	4
3153	6
7423	5
78	4
4993	6
6224	4
4798	1
8574	1
3154	5
5470	0
5639	0
3309	1
7074	5
5574	6
7942	5
7496	0
7757	7
8805	5
5286	0
2083	0
5757	5
1330	5
5591	0
2589	0
1097	4
4695	0
5249	0
7519	0
6868	1
1996	0
3572	7
2621	7
5791	1
5983	1
6637	1
6596	5
4158	1
6581	4
3150	0
6561	5
2497	0
6840	5
4797	5
6023	1
8421	1
693	5
4466	2
3625	0
3043	2
861	2
4554	0
1721	5
2704	3
4763	1
9473	5
5764	6
875	7
7737	5
4107	5
6873	7
6122	6
5205	5
6770	1
7925	7
3667	3
961	4
8439	5
2039	7
1797	1
6079	4
6904	5
2290	5
8744	4
5333	1
3202	7
9822	0
5097	5
6877	0
1406	5
262	0
2464	1
6037	4
6148	1
5250	7
2618	0
3426	6
6389	2
6661	4
4096	5
708	5
4289	7
9962	5
4456	6
3916	1
1523	7
3371	5
3697	0
2658	6
3364	1
1380	1
384	1
6818	7
8865	1
618	7
1403	6
248	0
5807	0
9842	0
9668	6
8661	5
1003	7
6171	0
2650	5
5928	7
3791	0
4500	6
6019	4
4296	6
1276	4
2492	1
9905	7
5567	7
8042	6
7601	4
3702	7
3333	0
4293	4
4207	1
3159	1
4781	5
9575	0
5836	1
8797	0
9225	7
2343	6
63	1
2919	5
3686	2
4208	7
3704	6
2094	4
9160	0
1034	6
5356	7
5555	2
6995	0
5155	0
6837	1
7908	0
8074	5
8298	7
7245	5
1294	1
4415	7
635	1
504	6
8786	0
9700	4
6659	7
3440	1
7573	7
4981	7
9704	2
4044	1
5733	5
5165	5
4915	5
3665	4
905	4
999	0
4371	4
8208	1
9463	6
6178	5
8314	6
4300	4
5117	4
5284	4
4315	1
9127	7
7121	0
6970	2
9574	7
5210	5
9100	1
9771	7
8666	6
6576	6
9869	4
6055	7
5744	7
2907	7
1148	6
1583	4
3341	4
6038	6
3671	5
6698	7
7033	2
3208	5
5977	4
4523	0
6573	6
6147	4
6156	6
7815	7
9816	4
6486	0
6707	5
2186	4
7208	1
9087	7
2482	1
940	6
1853	5
8621	0
6785	5
5725	3
209	6
6349	3
8377	0
7178	1
9146	0
6641	0
2847	5
3682	4
9084	1
2925	5
6949	0
887	0
8301	6
3347	1
8127	2
9610	5
1863	7
1856	6
9939	4
9810	5
3924	0
7246	2
5294	4
5950	6
3565	5
